Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
3,OrderStatus,1654420980.832477,5906,0,1
2,Payment,1654420980.838475,16189,0,1
2,Payment,1654420980.854682,33233,0,1
1,NewOrder,1654420980.887937,16815,0,1
2,Payment,1654420980.904771,8288,0,1
1,NewOrder,1654420980.913078,8483,0,1
1,NewOrder,1654420980.921582,16941,0,1
1,NewOrder,1654420980.938546,16732,0,1
2,Payment,1654420980.955298,8390,0,1
1,NewOrder,1654420980.963708,17253,0,1
2,Payment,1654420980.980981,33285,0,1
2,Payment,1654420981.014288,8365,0,1
1,NewOrder,1654420981.022672,16818,0,1
2,Payment,1654420981.039511,8366,0,1
2,Payment,1654420981.047900,8375,0,1
2,Payment,1654420981.056302,29451,0,1
2,Payment,1654420981.085774,20699,0,1
2,Payment,1654420981.106497,9227,0,1
2,Payment,1654420981.115747,7333,0,1
1,NewOrder,1654420981.123102,8439,0,1
2,Payment,1654420981.131565,8440,0,1
2,Payment,1654420981.140038,8170,0,1
2,Payment,1654420981.148242,8308,0,1
2,Payment,1654420981.156591,8334,0,1
2,Payment,1654420981.164967,8355,0,1
2,Payment,1654420981.173349,8200,0,1
2,Payment,1654420981.181572,8465,0,1
1,NewOrder,1654420981.190059,16960,0,1
1,NewOrder,1654420981.207042,58484,0,1
2,Payment,1654420981.265548,8329,0,1
1,NewOrder,1654420981.273911,25234,0,1
2,Payment,1654420981.299178,8175,0,1
2,Payment,1654420981.307395,8369,0,1
5,StockLevel,1654420981.315794,4575,0,1
2,Payment,1654420981.320400,12120,0,1
1,NewOrder,1654420981.332551,25518,0,1
2,Payment,1654420981.358106,33175,0,1
2,Payment,1654420981.391319,8295,0,1
1,NewOrder,1654420981.399647,33805,0,1
2,Payment,1654420981.433488,8335,0,1
1,NewOrder,1654420981.441857,25190,0,1
2,Payment,1654420981.467077,8230,0,1
2,Payment,1654420981.475332,8378,0,1
1,NewOrder,1654420981.483743,8383,0,1
1,NewOrder,1654420981.492164,25708,0,1
2,Payment,1654420981.517892,8292,0,1
1,NewOrder,1654420981.526207,9067,0,1
1,NewOrder,1654420981.535294,8588,0,1
2,Payment,1654420981.543900,8270,0,1
1,NewOrder,1654420981.552203,25270,0,1
2,Payment,1654420981.577499,8148,0,1
1,NewOrder,1654420981.585670,8315,0,1
5,StockLevel,1654420981.594005,1869,0,1
2,Payment,1654420981.595900,6519,0,1
2,Payment,1654420981.602438,8280,0,1
1,NewOrder,1654420981.610736,16887,0,1
1,NewOrder,1654420981.627645,8261,0,1
1,NewOrder,1654420981.635926,16956,0,1
3,OrderStatus,1654420981.652905,1797,0,1
2,Payment,1654420981.654728,6444,0,1
1,NewOrder,1654420981.661192,8527,0,1
2,Payment,1654420981.669750,8368,0,1
1,NewOrder,1654420981.678139,8347,0,1
1,NewOrder,1654420981.686508,16952,0,1
5,StockLevel,1654420981.703502,1729,0,1
1,NewOrder,1654420981.705248,15011,0,1
1,NewOrder,1654420981.720278,8251,0,1
2,Payment,1654420981.728548,8575,0,1
1,NewOrder,1654420981.737154,25075,0,1
2,Payment,1654420981.762275,8281,0,1
1,NewOrder,1654420981.770595,16770,0,1
1,NewOrder,1654420981.787398,16648,0,1
2,Payment,1654420981.804079,8335,0,1
2,Payment,1654420981.812452,8411,0,1
2,Payment,1654420981.820893,8387,0,1
2,Payment,1654420981.829307,8311,0,1
1,NewOrder,1654420981.837650,25062,0,1
1,NewOrder,1654420981.862742,16710,0,1
2,Payment,1654420981.879474,8340,0,1
1,NewOrder,1654420981.887845,16692,0,1
2,Payment,1654420981.904559,8348,0,1
2,Payment,1654420981.912946,8312,0,1
2,Payment,1654420981.921285,8314,0,1
1,NewOrder,1654420981.929625,16824,0,1
2,Payment,1654420981.946479,8361,0,1
4,Delivery,1654420981.954868,41920,0,1
1,NewOrder,1654420981.996810,8340,0,1
1,NewOrder,1654420982.005166,8361,0,1
1,NewOrder,1654420982.013545,8387,0,1
1,NewOrder,1654420982.021950,8387,0,1
2,Payment,1654420982.030356,8299,0,1
2,Payment,1654420982.038674,8393,0,1
2,Payment,1654420982.047087,8306,0,1
1,NewOrder,1654420982.055413,16793,0,1
1,NewOrder,1654420982.072227,8384,0,1
2,Payment,1654420982.080631,8369,0,1
2,Payment,1654420982.089019,8234,0,1
2,Payment,1654420982.097269,8291,0,1
1,NewOrder,1654420982.105573,8455,0,1
2,Payment,1654420982.114057,8320,0,1
1,NewOrder,1654420982.122396,8629,0,1
2,Payment,1654420982.131043,8267,0,1
2,Payment,1654420982.139337,8409,0,1
1,NewOrder,1654420982.147773,50230,0,1
2,Payment,1654420982.198038,8153,0,1
1,NewOrder,1654420982.206225,16628,0,1
2,Payment,1654420982.222884,8276,0,1
3,OrderStatus,1654420982.231190,3769,0,1
1,NewOrder,1654420982.234986,12927,0,1
1,NewOrder,1654420982.247943,16782,0,1
2,Payment,1654420982.264755,8179,0,1
1,NewOrder,1654420982.272960,8926,0,1
1,NewOrder,1654420982.281906,16320,0,1
2,Payment,1654420982.298264,8168,0,1
1,NewOrder,1654420982.306448,8471,0,1
1,NewOrder,1654420982.314934,8383,0,1
5,StockLevel,1654420982.323332,1555,0,1
2,Payment,1654420982.324902,6800,0,1
1,NewOrder,1654420982.331735,16769,0,1
1,NewOrder,1654420982.348546,16637,0,1
1,NewOrder,1654420982.365212,16658,0,1
4,Delivery,1654420982.381890,25235,0,1
2,Payment,1654420982.407154,8230,0,1
5,StockLevel,1654420982.415412,3204,0,1
1,NewOrder,1654420982.418646,13554,0,1
2,Payment,1654420982.432235,8291,0,1
2,Payment,1654420982.440552,8415,0,1
1,NewOrder,1654420982.449019,16619,0,1
2,Payment,1654420982.465684,8350,0,1
1,NewOrder,1654420982.474062,16841,0,1
1,NewOrder,1654420982.490935,24866,0,1
2,Payment,1654420982.515827,8827,0,1
2,Payment,1654420982.524678,7811,0,1
1,NewOrder,1654420982.532508,16990,0,1
2,Payment,1654420982.549529,8281,0,1
4,Delivery,1654420982.557838,33462,0,1
1,NewOrder,1654420982.591332,16741,0,1
2,Payment,1654420982.608104,8272,0,1
1,NewOrder,1654420982.616403,33359,0,1
2,Payment,1654420982.649798,8368,0,1
2,Payment,1654420982.658193,8330,0,1
2,Payment,1654420982.666549,8372,0,1
2,Payment,1654420982.674948,8284,0,1
2,Payment,1654420982.683260,8358,0,1
2,Payment,1654420982.691647,8301,0,1
1,NewOrder,1654420982.699975,16623,0,1
4,Delivery,1654420982.716626,25134,0,1
2,Payment,1654420982.741898,33360,0,1
2,Payment,1654420982.775280,8242,0,1
2,Payment,1654420982.783553,8364,0,1
2,Payment,1654420982.791945,8340,0,1
1,NewOrder,1654420982.800316,16633,0,1
1,NewOrder,1654420982.816978,16759,0,1
2,Payment,1654420982.833787,8247,0,1
1,NewOrder,1654420982.842086,16633,0,1
2,Payment,1654420982.858751,8346,0,1
1,NewOrder,1654420982.867142,16680,0,1
2,Payment,1654420982.883860,8290,0,1
1,NewOrder,1654420982.892171,16739,0,1
1,NewOrder,1654420982.908929,16857,0,1
2,Payment,1654420982.925815,8317,0,1
1,NewOrder,1654420982.934157,16710,0,1
2,Payment,1654420982.950894,8160,0,1
1,NewOrder,1654420982.959078,16814,0,1
1,NewOrder,1654420982.975917,25018,0,1
4,Delivery,1654420983.000964,25175,0,1
2,Payment,1654420983.026163,8296,0,1
1,NewOrder,1654420983.034478,8317,0,1
5,StockLevel,1654420983.042814,1609,0,1
2,Payment,1654420983.044443,6748,0,1
1,NewOrder,1654420983.051210,8317,0,1
1,NewOrder,1654420983.059546,8344,0,1
2,Payment,1654420983.067926,8375,0,1
1,NewOrder,1654420983.076319,8820,0,1
