Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1654430175.320024,76944,0,1
1,NewOrder,1654430175.397136,50227,0,1
2,Payment,1654430175.447399,50743,0,1
1,NewOrder,1654430175.498177,66471,0,1
1,NewOrder,1654430175.564683,100477,0,1
2,Payment,1654430175.665195,108612,0,1
2,Payment,1654430175.773851,58406,0,1
1,NewOrder,1654430175.832305,58667,0,1
2,Payment,1654430175.891007,58430,0,1
2,Payment,1654430175.949474,113469,0,1
4,Delivery,1654430176.063001,90585,0,1
2,Payment,1654430176.153608,58313,0,1
1,NewOrder,1654430176.211953,58707,0,1
2,Payment,1654430176.270699,66864,0,1
3,OrderStatus,1654430176.337601,7849,0,1
1,NewOrder,1654430176.345493,87262,0,1
1,NewOrder,1654430176.432791,47374,0,1
4,Delivery,1654430176.480216,102417,0,1
2,Payment,1654430176.582682,65410,0,1
1,NewOrder,1654430176.648129,183873,0,1
2,Payment,1654430176.832026,95489,0,1
1,NewOrder,1654430176.927556,54974,0,1
1,NewOrder,1654430176.982595,94604,0,1
3,OrderStatus,1654430177.077248,6409,0,1
2,Payment,1654430177.083689,49614,0,1
2,Payment,1654430177.133352,99466,0,1
1,NewOrder,1654430177.232848,58878,0,1
2,Payment,1654430177.291761,75607,0,1
2,Payment,1654430177.367407,66264,0,1
2,Payment,1654430177.433703,85698,0,1
1,NewOrder,1654430177.519441,64822,0,1
2,Payment,1654430177.584309,58283,0,1
2,Payment,1654430177.642631,108359,0,1
5,StockLevel,1654430177.751012,3051,0,1
1,NewOrder,1654430177.754083,4568,0,1
1,NewOrder,1654430177.758668,67774,0,1
2,Payment,1654430177.826466,58387,0,1
1,NewOrder,1654430177.884874,102309,0,1
1,NewOrder,1654430177.987217,65125,0,1
2,Payment,1654430178.052381,66664,0,1
3,OrderStatus,1654430178.119082,4033,0,1
2,Payment,1654430178.123148,63155,0,1
2,Payment,1654430178.186348,57826,0,1
1,NewOrder,1654430178.244250,89334,0,1
3,OrderStatus,1654430178.333640,4627,0,1
1,NewOrder,1654430178.338329,64826,0,1
1,NewOrder,1654430178.403197,100201,0,1
2,Payment,1654430178.503433,58453,0,1
2,Payment,1654430178.561920,58326,0,1
2,Payment,1654430178.620269,158606,0,1
2,Payment,1654430178.778914,91583,0,1
1,NewOrder,1654430178.870529,109660,0,1
2,Payment,1654430178.980259,43031,0,1
2,Payment,1654430179.023341,50006,0,1
2,Payment,1654430179.073386,87134,0,1
1,NewOrder,1654430179.160570,63152,0,1
2,Payment,1654430179.223746,75113,0,1
1,NewOrder,1654430179.298882,50200,0,1
1,NewOrder,1654430179.349110,108378,0,1
2,Payment,1654430179.457517,77022,0,1
1,NewOrder,1654430179.534561,151423,0,1
1,NewOrder,1654430179.686017,80671,0,1
1,NewOrder,1654430179.766715,91657,0,1
2,Payment,1654430179.858394,58532,0,1
1,NewOrder,1654430179.916988,121836,0,1
2,Payment,1654430180.038861,53301,0,1
1,NewOrder,1654430180.092201,86749,0,1
1,NewOrder,1654430180.178988,63773,0,1
1,NewOrder,1654430180.242797,88592,0,1
1,NewOrder,1654430180.331421,54028,0,1
1,NewOrder,1654430180.385484,66241,0,1
5,StockLevel,1654430180.451767,4111,0,1
1,NewOrder,1654430180.455907,79375,0,1
2,Payment,1654430180.535330,58274,0,1
2,Payment,1654430180.593658,90604,0,1
2,Payment,1654430180.684297,93077,0,1
1,NewOrder,1654430180.777415,58319,0,1
1,NewOrder,1654430180.835771,66780,0,1
3,OrderStatus,1654430180.902597,3048,0,1
2,Payment,1654430180.905704,55370,0,1
2,Payment,1654430180.961127,58166,0,1
2,Payment,1654430181.019338,58508,0,1
2,Payment,1654430181.077892,58343,0,1
1,NewOrder,1654430181.136272,58558,0,1
1,NewOrder,1654430181.194880,66724,0,1
5,StockLevel,1654430181.261651,4662,0,1
1,NewOrder,1654430181.266357,62109,0,1
2,Payment,1654430181.328501,91834,0,1
1,NewOrder,1654430181.420373,98222,0,1
1,NewOrder,1654430181.518636,68776,0,1
1,NewOrder,1654430181.587451,66779,0,1
3,OrderStatus,1654430181.654278,3177,0,1
1,NewOrder,1654430181.657498,105296,0,1
1,NewOrder,1654430181.762818,66956,0,1
1,NewOrder,1654430181.829816,105557,0,1
1,NewOrder,1654430181.935412,44580,0,1
2,Payment,1654430181.980029,58418,0,1
2,Payment,1654430182.038491,104269,0,1
1,NewOrder,1654430182.142797,46027,0,1
3,OrderStatus,1654430182.188875,2681,0,1
2,Payment,1654430182.191590,80527,0,1
1,NewOrder,1654430182.272154,83327,0,1
1,NewOrder,1654430182.355518,59144,0,1
2,Payment,1654430182.414698,57899,0,1
2,Payment,1654430182.472636,81373,0,1
4,Delivery,1654430182.554053,61561,0,1
1,NewOrder,1654430182.615651,80933,0,1
1,NewOrder,1654430182.696608,102088,0,1
2,Payment,1654430182.798745,67697,0,1
4,Delivery,1654430182.866480,59063,0,1
1,NewOrder,1654430182.925566,58690,0,1
2,Payment,1654430182.984314,58133,0,1
2,Payment,1654430183.042485,83412,0,1
3,OrderStatus,1654430183.125936,3085,0,1
1,NewOrder,1654430183.129052,55258,0,1
2,Payment,1654430183.184346,83599,0,1
2,Payment,1654430183.267982,58233,0,1
2,Payment,1654430183.326254,83398,0,1
2,Payment,1654430183.409691,58475,0,1
1,NewOrder,1654430183.468203,99995,0,1
2,Payment,1654430183.568243,89176,0,1
1,NewOrder,1654430183.657466,77746,0,1
1,NewOrder,1654430183.735248,100025,0,1
2,Payment,1654430183.835312,58203,0,1
1,NewOrder,1654430183.893545,83473,0,1
1,NewOrder,1654430183.977053,58638,0,1
1,NewOrder,1654430184.035740,83295,0,1
1,NewOrder,1654430184.119084,58548,0,1
2,Payment,1654430184.177723,91542,0,1
1,NewOrder,1654430184.269289,91839,0,1
2,Payment,1654430184.361164,50207,0,1
1,NewOrder,1654430184.411406,106150,0,1
1,NewOrder,1654430184.517606,52444,0,1
2,Payment,1654430184.570086,122281,0,1
2,Payment,1654430184.692411,441232,0,1
4,Delivery,1654430185.133684,120752,0,1
1,NewOrder,1654430185.254461,83443,0,1
2,Payment,1654430185.337948,66660,0,1
2,Payment,1654430185.404635,66871,0,1
1,NewOrder,1654430185.471545,92251,0,1
2,Payment,1654430185.563821,41289,0,1
4,Delivery,1654430185.605147,67199,0,1
2,Payment,1654430185.672378,58364,0,1
2,Payment,1654430185.730770,58401,0,1
1,NewOrder,1654430185.789195,83457,0,1
1,NewOrder,1654430185.872677,58302,0,1
3,OrderStatus,1654430185.931011,1094,0,1
4,Delivery,1654430185.932163,116159,0,1
1,NewOrder,1654430186.048354,81971,0,1
1,NewOrder,1654430186.130358,51731,0,1
2,Payment,1654430186.182112,83527,0,1
1,NewOrder,1654430186.265690,90845,0,1
2,Payment,1654430186.356565,84088,0,1
1,NewOrder,1654430186.440679,58528,0,1
1,NewOrder,1654430186.499242,74245,0,1
2,Payment,1654430186.573541,84185,0,1
1,NewOrder,1654430186.657819,87947,0,1
1,NewOrder,1654430186.745925,53672,0,1
1,NewOrder,1654430186.799630,93089,0,1
2,Payment,1654430186.892765,66317,0,1
3,OrderStatus,1654430186.959120,2496,0,1
1,NewOrder,1654430186.961640,84059,0,1
2,Payment,1654430187.045734,45883,0,1
2,Payment,1654430187.091653,58351,0,1
2,Payment,1654430187.150040,58368,0,1
3,OrderStatus,1654430187.208442,2809,0,1
4,Delivery,1654430187.211281,97820,0,1
