Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1654435515.111362,22482,0,1
1,NewOrder,1654435515.133939,16667,0,1
2,Payment,1654435515.150626,16541,0,1
1,NewOrder,1654435515.167187,16763,0,1
2,Payment,1654435515.183976,8376,0,1
2,Payment,1654435515.192376,8884,0,1
1,NewOrder,1654435515.201283,16069,0,1
2,Payment,1654435515.217373,8320,0,1
1,NewOrder,1654435515.225711,16906,0,1
5,StockLevel,1654435515.242640,3331,0,1
1,NewOrder,1654435515.245989,13172,0,1
1,NewOrder,1654435515.259182,16790,0,1
2,Payment,1654435515.275992,8317,0,1
2,Payment,1654435515.284338,8264,0,1
1,NewOrder,1654435515.292622,16807,0,1
1,NewOrder,1654435515.309450,33652,0,1
1,NewOrder,1654435515.343127,16652,0,1
1,NewOrder,1654435515.359803,16580,0,1
2,Payment,1654435515.376406,8286,0,1
5,StockLevel,1654435515.384718,2995,0,1
4,Delivery,1654435515.387734,30549,0,1
2,Payment,1654435515.418311,8358,0,1
1,NewOrder,1654435515.426699,33493,0,1
1,NewOrder,1654435515.460231,16588,0,1
1,NewOrder,1654435515.476857,25050,0,1
1,NewOrder,1654435515.501942,16664,0,1
1,NewOrder,1654435515.518630,8273,0,1
1,NewOrder,1654435515.526924,8452,0,1
2,Payment,1654435515.535396,8442,0,1
1,NewOrder,1654435515.543858,8233,0,1
1,NewOrder,1654435515.552110,33402,0,1
2,Payment,1654435515.585544,8394,0,1
1,NewOrder,1654435515.593987,16634,0,1
2,Payment,1654435515.610657,33413,0,1
1,NewOrder,1654435515.644091,8314,0,1
3,OrderStatus,1654435515.652424,3042,0,1
2,Payment,1654435515.655484,5211,0,1
1,NewOrder,1654435515.660713,8416,0,1
1,NewOrder,1654435515.669147,8217,0,1
1,NewOrder,1654435515.677379,33606,0,1
2,Payment,1654435515.711011,16475,0,1
2,Payment,1654435515.727511,8857,0,1
3,OrderStatus,1654435515.736391,2634,0,1
2,Payment,1654435515.739061,13491,0,1
2,Payment,1654435515.752578,8241,0,1
2,Payment,1654435515.760837,8352,0,1
2,Payment,1654435515.769210,8325,0,1
1,NewOrder,1654435515.777554,16712,0,1
2,Payment,1654435515.794287,8253,0,1
2,Payment,1654435515.802560,8355,0,1
4,Delivery,1654435515.810937,16827,0,1
1,NewOrder,1654435515.827785,42258,0,1
1,NewOrder,1654435515.870065,16180,0,1
2,Payment,1654435515.886266,8320,0,1
1,NewOrder,1654435515.894623,8322,0,1
1,NewOrder,1654435515.902978,8358,0,1
2,Payment,1654435515.911359,8303,0,1
1,NewOrder,1654435515.919686,16746,0,1
1,NewOrder,1654435515.936460,8266,0,1
2,Payment,1654435515.944747,8374,0,1
1,NewOrder,1654435515.953147,16754,0,1
3,OrderStatus,1654435515.969932,1783,0,1
1,NewOrder,1654435515.971735,31740,0,1
1,NewOrder,1654435516.003499,16788,0,1
2,Payment,1654435516.020336,8143,0,1
1,NewOrder,1654435516.028507,16842,0,1
2,Payment,1654435516.045378,7996,0,1
2,Payment,1654435516.053402,8314,0,1
1,NewOrder,1654435516.061752,16752,0,1
1,NewOrder,1654435516.078540,16575,0,1
1,NewOrder,1654435516.095140,25091,0,1
2,Payment,1654435516.120252,8268,0,1
1,NewOrder,1654435516.128542,16831,0,1
3,OrderStatus,1654435516.145401,2445,0,1
2,Payment,1654435516.147871,5715,0,1
1,NewOrder,1654435516.153614,16730,0,1
2,Payment,1654435516.170375,8343,0,1
1,NewOrder,1654435516.178745,68499,0,1
2,Payment,1654435516.247280,6555,0,1
2,Payment,1654435516.253887,8259,0,1
2,Payment,1654435516.262176,8316,0,1
2,Payment,1654435516.270518,8328,0,1
1,NewOrder,1654435516.278873,16732,0,1
1,NewOrder,1654435516.295633,16659,0,1
2,Payment,1654435516.312320,8281,0,1
1,NewOrder,1654435516.320632,16733,0,1
2,Payment,1654435516.337394,8267,0,1
2,Payment,1654435516.345692,25047,0,1
2,Payment,1654435516.370775,8212,0,1
2,Payment,1654435516.379020,8343,0,1
2,Payment,1654435516.387397,8272,0,1
2,Payment,1654435516.395697,8271,0,1
1,NewOrder,1654435516.403991,16780,0,1
2,Payment,1654435516.420790,8163,0,1
2,Payment,1654435516.428968,8417,0,1
2,Payment,1654435516.437397,8322,0,1
2,Payment,1654435516.445744,8370,0,1
2,Payment,1654435516.454142,8315,0,1
1,NewOrder,1654435516.462485,58570,0,1
2,Payment,1654435516.521091,8168,0,1
2,Payment,1654435516.529290,8323,0,1
1,NewOrder,1654435516.537651,16628,0,1
5,StockLevel,1654435516.554312,3406,0,1
5,StockLevel,1654435516.557750,3337,0,1
1,NewOrder,1654435516.561118,18179,0,1
2,Payment,1654435516.579321,8336,0,1
2,Payment,1654435516.587688,8351,0,1
2,Payment,1654435516.596069,8272,0,1
2,Payment,1654435516.604372,8405,0,1
1,NewOrder,1654435516.612806,33459,0,1
2,Payment,1654435516.646301,8115,0,1
1,NewOrder,1654435516.654455,16839,0,1
1,NewOrder,1654435516.671327,16570,0,1
1,NewOrder,1654435516.687928,16690,0,1
1,NewOrder,1654435516.704652,16823,0,1
4,Delivery,1654435516.721509,24920,0,1
5,StockLevel,1654435516.746449,1760,0,1
1,NewOrder,1654435516.748233,6556,0,1
2,Payment,1654435516.754808,8276,0,1
1,NewOrder,1654435516.763102,8310,0,1
1,NewOrder,1654435516.771428,8477,0,1
1,NewOrder,1654435516.779934,17310,0,1
1,NewOrder,1654435516.797273,24401,0,1
1,NewOrder,1654435516.821708,8236,0,1
1,NewOrder,1654435516.829979,8388,0,1
2,Payment,1654435516.838407,8464,0,1
2,Payment,1654435516.846888,8238,0,1
1,NewOrder,1654435516.855149,8430,0,1
1,NewOrder,1654435516.863603,8126,0,1
2,Payment,1654435516.871743,8367,0,1
1,NewOrder,1654435516.880138,16893,0,1
